もと父親,"Map088.json,events,1,name"
触摸尾羽。异常敏感，差点发出奇怪的声音。,"Map088.json,events,21,pages,8,list,32,parameters,0"
被触摸到大腿周围的羽毛。,"Map088.json,events,21,pages,8,list,33,parameters,0"
女孩子的手感觉冰凉。,"Map088.json,events,21,pages,8,list,34,parameters,0"
女孩子,"Map088.json,events,21,pages,8,list,36,parameters,0"
「魔物娘，能用翅膀把我包起来吗……？」,"Map088.json,events,21,pages,8,list,37,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,8,list,40,parameters,0"
「包起来……？」,"Map088.json,events,21,pages,8,list,41,parameters,0"
包起来，按字面意思用翅膀覆盖就好了吧。,"Map088.json,events,21,pages,8,list,43,parameters,0"
像用手臂抱住女孩子一样，用翅膀包裹起来。,"Map088.json,events,21,pages,8,list,44,parameters,0"
然后，在胸前听到了「哇～♪」的声音。,"Map088.json,events,21,pages,8,list,45,parameters,0"
呼吸触碰到肌肤，有点痒。,"Map088.json,events,21,pages,8,list,46,parameters,0"
女孩子,"Map088.json,events,21,pages,8,list,49,parameters,0"
「柔软……温暖……。,"Map088.json,events,21,pages,8,list,50,parameters,0"
太棒了……毛茸茸，太棒了」,"Map088.json,events,21,pages,8,list,51,parameters,0"
女孩子的话听起来真的很舒服。,"Map088.json,events,21,pages,8,list,53,parameters,0"
但是，不能就这样放任不管。,"Map088.json,events,21,pages,8,list,54,parameters,0"
慢慢地……解开包裹,"Map088.json,events,21,pages,8,list,55,parameters,0"
她非常遗憾的表情，又变成了笑容。,"Map088.json,events,21,pages,8,list,56,parameters,0"
女孩子,"Map088.json,events,21,pages,8,list,59,parameters,0"
「谢谢魔物娘。,"Map088.json,events,21,pages,8,list,60,parameters,0"
下次再来抱抱我！」,"Map088.json,events,21,pages,8,list,61,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,8,list,63,parameters,0"
「嗯，再见」,"Map088.json,events,21,pages,8,list,64,parameters,0"
女孩子在考虑着如何结束。,"Map088.json,events,21,pages,8,list,66,parameters,0"
可能是受到了良好的教育，她在认真思考。,"Map088.json,events,21,pages,8,list,67,parameters,0"
既然如此，再摸一下也没关系。她这样想着,"Map088.json,events,21,pages,8,list,68,parameters,0"
但是回到原来的状态才是最重要的。,"Map088.json,events,21,pages,8,list,69,parameters,0"
否,"Map088.json,events,21,pages,8,list,76,parameters,1"
右边的女孩,"Map088.json,events,21,pages,9,list,5,parameters,0"
「变回人类后,"Map088.json,events,21,pages,9,list,6,parameters,0"
竟然变成和女儿一样的年龄……,"Map088.json,events,21,pages,9,list,7,parameters,0"
真是该怎么办才好」,"Map088.json,events,21,pages,9,list,8,parameters,0"
左边的女孩,"Map088.json,events,21,pages,9,list,12,parameters,0"
「没关系，爸爸！,"Map088.json,events,21,pages,9,list,13,parameters,0"
我会手把手教你做女孩子的！」,"Map088.json,events,21,pages,9,list,14,parameters,0"
右边的女孩,"Map088.json,events,21,pages,9,list,18,parameters,0"
「是啊……」,"Map088.json,events,21,pages,9,list,19,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,9,list,21,parameters,0"
「（……一瞬间，她的眼神变成了魅魔的样子。,"Map088.json,events,21,pages,9,list,22,parameters,0"
难道说父亲平时就被她们领导着……？）」,"Map088.json,events,21,pages,9,list,23,parameters,0"
虽然平时的生活还好,"Map088.json,events,21,pages,9,list,25,parameters,0"
但很可能，晚上也会发生一些事情。,"Map088.json,events,21,pages,9,list,26,parameters,0"
不知道是因为自己的身体也变成了魅魔的影响,"Map088.json,events,21,pages,9,list,28,parameters,0"
还是从左边的女孩身上散发出来的，想要袭击的氛围,"Map088.json,events,21,pages,9,list,29,parameters,0"
以及从右边的女孩身上散发出来的期待之气。,"Map088.json,events,21,pages,9,list,30,parameters,0"
她用肌肤感受到了这一切。,"Map088.json,events,21,pages,9,list,31,parameters,0"
左边的女孩,"Map088.json,events,21,pages,9,list,33,parameters,0"
「那我们走吧，爸爸」,"Map088.json,events,21,pages,9,list,34,parameters,0"
右边的女孩,"Map088.json,events,21,pages,9,list,37,parameters,0"
「嗯……♡」,"Map088.json,events,21,pages,9,list,38,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,9,list,46,parameters,0"
「那个家庭会怎样呢……」,"Map088.json,events,21,pages,9,list,47,parameters,0"
右边的女孩,"Map088.json,events,21,pages,10,list,5,parameters,0"
「变回人类后,"Map088.json,events,21,pages,10,list,6,parameters,0"
竟然变成和女儿一样的年龄……,"Map088.json,events,21,pages,10,list,7,parameters,0"
真是该怎么办才好」,"Map088.json,events,21,pages,10,list,8,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,10,parameters,0"
「咦……？你们两个，难道」,"Map088.json,events,21,pages,10,list,11,parameters,0"
右边的女孩,"Map088.json,events,21,pages,10,list,17,parameters,0"
「原来如此……那次的冒险家先生就是你啊。,"Map088.json,events,21,pages,10,list,18,parameters,0"
虽然听说过清彦先生的名字,"Map088.json,events,21,pages,10,list,19,parameters,0"
没想到是你」,"Map088.json,events,21,pages,10,list,20,parameters,0"
右边的女孩,"Map088.json,events,21,pages,10,list,22,parameters,0"
「那次真是多亏了你」,"Map088.json,events,21,pages,10,list,23,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,25,parameters,0"
「不，我才要感谢你们。,"Map088.json,events,21,pages,10,list,26,parameters,0"
多亏了你们，我才能让城里的人恢复人类,"Map088.json,events,21,pages,10,list,27,parameters,0"
而且我自己也变了，所以不值一提」,"Map088.json,events,21,pages,10,list,28,parameters,0"
两人鞠躬并互相致意。,"Map088.json,events,21,pages,10,list,30,parameters,0"
\!孩子们以成人的言行举止得体地表现出礼貌，,"Map088.json,events,21,pages,10,list,31,parameters,0"
创造出一种奇特的氛围。,"Map088.json,events,21,pages,10,list,32,parameters,0"
从旁边看，会是什么样子呢？,"Map088.json,events,21,pages,10,list,33,parameters,0"
左边的女孩,"Map088.json,events,21,pages,10,list,35,parameters,0"
「那个时候是哥哥呢。,"Map088.json,events,21,pages,10,list,36,parameters,0"
是我袭击了你，对不起」,"Map088.json,events,21,pages,10,list,37,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,39,parameters,0"
「哪里哪里，那是没办法的事情」,"Map088.json,events,21,pages,10,list,40,parameters,0"
尽管这个孩子实际年龄很小，但却变成了萝莉魅魔。,"Map088.json,events,21,pages,10,list,42,parameters,0"
……所以，一旦恢复原状，精神面也应该回到与年龄相符的状态。,"Map088.json,events,21,pages,10,list,43,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,45,parameters,0"
「（虽然如此，看起来也像是很成熟的样子）」,"Map088.json,events,21,pages,10,list,46,parameters,0"
萝莉魅魔的记忆很可能还存在。,"Map088.json,events,21,pages,10,list,48,parameters,0"
说不定，受其影响，只有精神面成长了……？,"Map088.json,events,21,pages,10,list,49,parameters,0"
左边的女孩,"Map088.json,events,21,pages,10,list,54,parameters,0"
「啊！爸爸，差不多时间了」,"Map088.json,events,21,pages,10,list,55,parameters,0"
右边的女孩,"Map088.json,events,21,pages,10,list,59,parameters,0"
「噢……那我们差不多走吧」,"Map088.json,events,21,pages,10,list,60,parameters,0"
左边的女孩,"Map088.json,events,21,pages,10,list,63,parameters,0"
「嗯♪」,"Map088.json,events,21,pages,10,list,64,parameters,0"
右边的女孩,"Map088.json,events,21,pages,10,list,70,parameters,0"
「那么清彦先生，我们就此告辞了」,"Map088.json,events,21,pages,10,list,71,parameters,0"
左边的女孩,"Map088.json,events,21,pages,10,list,73,parameters,0"
「哥哥，再见♪」,"Map088.json,events,21,pages,10,list,74,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,76,parameters,0"
「辛苦了」,"Map088.json,events,21,pages,10,list,77,parameters,0"
左边的女孩,"Map088.json,events,21,pages,10,list,84,parameters,0"
「爸爸，今天也由我来带路……♡」,"Map088.json,events,21,pages,10,list,85,parameters,0"
在离开之际，听到了女儿低声说了些什么，,"Map088.json,events,21,pages,10,list,90,parameters,0"
故意装作没听见。,"Map088.json,events,21,pages,10,list,91,parameters,0"
\C[27]清彦,"Map088.json,events,21,pages,10,list,93,parameters,0"
「应该阻止……不，这是家庭问题。,"Map088.json,events,21,pages,10,list,94,parameters,0"
作为外人的我没有发言权」,"Map088.json,events,21,pages,10,list,95,parameters,0"
女孩子,"Map088.json,events,23,pages,0,list,1,parameters,0"
「哈啊……。,"Map088.json,events,23,pages,0,list,2,parameters,0"
呼，这个该放在哪里呢」,"Map088.json,events,23,pages,0,list,3,parameters,0"
\C[27]清彦,"Map088.json,events,23,pages,0,list,6,parameters,0"
「（……用肩膀呼吸啊。,"Map088.json,events,23,pages,0,list,7,parameters,0"
那个人说的对,"Map088.json,events,23,pages,0,list,8,parameters,0"
整理一个行李箱都相当辛苦）」,"Map088.json,events,23,pages,0,list,9,parameters,0"
\C[27]清彦,"Map088.json,events,23,pages,0,list,13,parameters,0"
「（……用肩膀呼吸啊。,"Map088.json,events,23,pages,0,list,14,parameters,0"
整理一个行李箱都相当辛苦）」,"Map088.json,events,23,pages,0,list,15,parameters,0"
\C[27]清彦,"Map088.json,events,23,pages,0,list,19,parameters,0"
「（整个城市都面临这个问题。,"Map088.json,events,23,pages,0,list,20,parameters,0"
解决这个问题真的很紧迫）」,"Map088.json,events,23,pages,0,list,21,parameters,0"
